key,found,label,first_level,parents
449715001,1,Deformity of lower limb,Clinical finding,"116312005,445144002"
33921000119100,1,Mass in muscle of limb,Clinical finding,"106030000,248519003,300861003,444905003"
52403007,1,Thromboangiitis obliterans,Clinical finding,8435000
138561000119104,1,Gallbladder mass,Clinical finding,"271860004,300346007,300855001,39621005"
66952001,1,Toxic myopathy,Clinical finding,75047002
191667009,1,Paranoid disorder,Clinical finding,48500005
34881000119105,1,Peripheral vascular disease associated with another disorder,Clinical finding,400047006
83336007,1,Rupture of diaphragm,Clinical finding,"127275008,128494003,262525000,48475001"
95624007,1,Neonatal lymphocytopenia,Clinical finding,"414023003,735443007"
40541001,1,Acute pulmonary edema,Clinical finding,"111273006,19242006,846694002"
417373000,1,Inflammatory polyarthropathy,Clinical finding,"36186002,3723001"
106077005,1,Integumentary system finding,Clinical finding,404684003
3677008,1,Academic problem,Clinical finding,"365458002,56098000"
87858002,1,Drug-related disorder,Clinical finding,64572001
75570004,1,Viral pneumonia,Clinical finding,"312134000,312342009"
300850006,1,Mass of ear structure,Clinical finding,"247234006,432525007"
421895002,1,Peripheral vascular disorder due to diabetes mellitus,Clinical finding,"10596002,34881000119105,74627003"
12295008,1,Bronchiectasis,Clinical finding,41427001
92380000,1,Benign neoplasm of skin of trunk,Clinical finding,"126505001,92384009,92454000"
57777000,1,Toxic nodular goiter,Clinical finding,"237498007,419153005"
721329001,1,Closed injury of eyeball,Clinical finding,"11131000119108,231794000,301905003,430937009"
94641004,1,Secondary malignant neoplasm of trachea,Clinical finding,"363432004,94515004"
4529005,1,Abnormal spermatogenesis,Clinical finding,"106106004,2904007"
2694001,1,Myelophthisic anemia,Clinical finding,"127035006,271737000"
82353009,1,Congenital infectious disease,Clinical finding,"40733004,66091009"
125574005,1,Angiolymphoid hyperplasia with eosinophilia,Clinical finding,"207036003,703938007"
400006008,1,Hamartoma,Clinical finding,399981008
422747000,1,Upper urinary tract infection,Clinical finding,"443820000,68566005"
111451002,1,Obstetrical injury to pelvic organ,Clinical finding,"198609003,282771003,417746004"
312155003,1,Genital infection,Clinical finding,"189176002,300479008,362968007"
254811006,1,Epithelioid and spindle cell nevus,Clinical finding,400010006
248880003,1,Posterior vaginal wall prolapse,Clinical finding,398022005
289840004,1,Lesion of ovary,Clinical finding,"289834006,724386005"
609328004,1,Allergic disposition,Clinical finding,"473011001,609433001"
402693001,1,Lipomatosis,Clinical finding,64572001
238853007,1,Superficial fibromatosis,Clinical finding,400148004
191962000,1,Neurocirculatory asthenia,Clinical finding,231517009
204250005,1,Congenital abnormality of Eustachian tube,Clinical finding,"21905007,69494008"
198319004,1,Enlarged uterus,Clinical finding,366301005
247471006,1,Maculopapular eruption,Clinical finding,"271807003,445328000"
85892000,1,Promiscuous behavior,Clinical finding,225533009
54959009,1,Perinatal atelectasis,Clinical finding,"363225006,46621007"
89988002,1,Radicular cyst,Clinical finding,"196546001,235112000,266418006,300861003,363039000,422977003,60492000,73573004"
419503008,1,Hyperhomocysteinemia,Clinical finding,28882002
370351008,1,Endoscopy finding,Clinical finding,441742003
126852003,1,Neoplasm of intrahepatic bile ducts,Clinical finding,"126851005,126853008,20239009"
301145006,1,Finding of peripheral pulse,Clinical finding,"301139003,366199006"
86318000,1,Decreased cardiac output,Clinical finding,43650005
307502000,1,Squamous cell carcinoma of mouth,Clinical finding,"126797001,271323007,716659002"
127278005,1,Injury of upper extremity,Clinical finding,"118947000,417163006"
276995001,1,Visual evoked potential finding,Clinical finding,118235002
190979003,1,Selective immunoglobulin A deficiency,Clinical finding,234539005
231939004,1,Injury of cornea,Clinical finding,"15250008,231794000"
240131006,1,Rhabdomyolysis,Clinical finding,"363058009,363059001,75047002"
66264000,1,Todd's paresis,Clinical finding,"44695005,91175000"
299736000,1,Intraspinal space-occupying lesion,Clinical finding,"281229000,299733008,309532004"
123608004,1,Cholangiectasis,Clinical finding,118926004
2989004,1,Complication following molar AND/OR ectopic pregnancy,Clinical finding,198609003
240557004,1,Secondary syphilis,Clinical finding,76272004
19373007,1,External ophthalmoplegia,Clinical finding,"128603005,16110005"
128130001,1,Disorder of wrist,Clinical finding,"116310002,118947000,785875003"
238722001,1,Subungual hemorrhage,Clinical finding,"17790008,247518009,297968009,95320005"
83074005,1,Unplanned pregnancy,Clinical finding,"289203002,77386006"
300162007,1,Middle ear finding,Clinical finding,247234006
46210008,1,Cyst of eyelid,Clinical finding,"248514008,60113004,723094002"
414850009,1,Neutrophilia disorder,Clinical finding,"105601003,111583006,165518003"
609623002,1,Finding of upper trunk,Clinical finding,302292003
107650008,1,Color finding,Clinical finding,404684003
3415004,1,Cyanosis,Clinical finding,365954007
109911004,1,Overlapping malignant neoplasm of brain and other parts of the central nervous system,Clinical finding,93744007
111746009,1,Mechanical complication of device,Clinical finding,473023007
249175001,1,Placental vessel finding,Clinical finding,169952004
441687008,1,Imaging of genitourinary system abnormal,Clinical finding,408574004
302849000,1,Nephroblastoma,Clinical finding,"188250002,93849006"
366124008,1,Finding related to ability to cough,Clinical finding,49727002
24321005,1,Fungal meningitis,Clinical finding,"128120005,312216007"
413441006,1,Acute monocytic leukemia,Clinical finding,413442004
93953009,1,Primary malignant neoplasm of pelvis,Clinical finding,"363484005,94111002"
71638002,1,Disorder of calcium metabolism,Clinical finding,237879001
92118007,1,Benign neoplasm of gastrointestinal tract,Clinical finding,"126768004,20376005"
276438008,1,Swelling / lump finding,Clinical finding,118222006
53419009,1,Cord entanglement,Clinical finding,48287005
55680006,0,,,48287005
94805002,1,Neoplasm of uncertain behavior of soft tissues,Clinical finding,"118616009,387837005"
74325003,1,Disease due to Morbillivirus,Clinical finding,407494008
25173007,1,Recurrent tumor,Clinical finding,"373369003,395557000"
238165008,1,Abdominal wall hernia procedure,Procedure,238223007
19242006,1,Pulmonary edema,Clinical finding,"19829001,301867009"
1023001,1,Apnea,Clinical finding,106049001
111615001,1,Open skull fracture with intracranial hemorrhage,Clinical finding,"110149000,127296001,1386000,371161001"
234495004,1,Secondary non-thrombocytopenic purpura,Clinical finding,"234493006,277791008"
48340000,1,Incontinence,Clinical finding,106019003
363732003,1,Addison's disease,Clinical finding,386584007
302292003,1,Finding of trunk structure,Clinical finding,404684003
105684008,1,Infection by tapeworm larvae,Clinical finding,86133004
300457003,1,Lesion of bladder,Clinical finding,249585009
73342002,1,Obstruction of trachea,Clinical finding,"427286007,47125007"
38739001,1,Hepatic vein thrombosis,Clinical finding,"300331000,312584000,448281007,726099002"
194387002,1,Transient ischemic deafness,Clinical finding,"57357009,878795009"
370515002,1,Endotoxicosis,Clinical finding,64572001
399187006,1,Hemochromatosis,Clinical finding,60737008
299048005,1,Named sign of hand,Clinical finding,"116311003,72670004"
127016006,1,Neoplasm of multiple endocrine glands,Clinical finding,387922007
131112007,1,Decreased carotene,Clinical finding,"442686002,785671009"
65576009,1,Polyp of cervix,Clinical finding,"289797008,441456002,63339007"
403709005,1,Complication of cutaneous surgery,Clinical finding,88797001
63741006,1,Fungal infection of lung,Clinical finding,"128601007,312149008"
102866000,1,Abnormal urine,Clinical finding,"301830001,442618008"
410066003,1,Congenital anomaly in number of teeth,Clinical finding,422977003
25042006,0,,,422977003
363175000,1,Inflammatory disorder of extremity,Clinical finding,"128605003,363170005"
195239002,1,Late effects of cerebrovascular disease,Clinical finding,"116223007,363294003"
281255004,1,Small bowel obstruction,Clinical finding,"119522002,81060008"
248487006,1,Optic disc swelling,Clinical finding,"247201009,45177002"
432807008,1,Pollen-food allergy,Clinical finding,414285001
721788005,1,Encephalitis caused by Rubulavirus,Clinical finding,"34476008,721787000"
123772008,1,Homozygous hemoglobinopathy,Clinical finding,427306008
31825002,1,Abnormal granulation tissue,Clinical finding,"24782002,95324001"
128294001,1,Chronic inflammatory disorder,Clinical finding,"128139000,27624003"
247078006,1,Vitreous cavity finding,Clinical finding,246915008
19963000,1,Disorder relating to long gestation AND/OR high birthweight,Clinical finding,414025005
111910009,1,Amebic infection,Clinical finding,95896000
409083006,1,Finding related to attentiveness,Clinical finding,365933000
73211009,1,Diabetes mellitus,Clinical finding,"126877002,362969004"
739024006,1,Transplanted heart present,Clinical finding,"301095005,737294004"
91856007,1,Acute lymphoid leukemia in remission,Clinical finding,"91854005,91857003,93169003"
126885006,1,Neoplasm of bladder,Clinical finding,"126643005,126644004,254913005,42643001,428090004"
26746005,1,Cold injury syndrome of newborn,Clinical finding,"241967006,276528001"
10362008,1,Accessory spleen,Clinical finding,57497006
335002,1,Pylorospasm,Clinical finding,"129565002,29384001,45352006"
24911006,1,Perinatal jaundice from excessive hemolysis,Clinical finding,"415073005,60217008"
20815007,1,Exstrophy of cloaca sequence,Clinical finding,"11194003,253771003,61758007,84581000,86993003"
414031008,1,Immunosecretory disorder,Clinical finding,"111001004,131136006"
64036004,1,Reactive perforating collagenosis,Clinical finding,"125592002,282026002,396325007,402870005,74853008"
31268005,1,Thrombophlebitis migrans,Clinical finding,"448157006,64156001"
72654001,1,Supraventricular arrhythmia,Clinical finding,698247007
248782001,1,Anejaculation,Clinical finding,386790008
23502006,1,Lyme disease,Clinical finding,240668005
43982006,1,Solar degeneration,Clinical finding,"238513004,396325007"
267427000,1,Disaccharidase deficiency,Clinical finding,237972006
386211005,1,Disorder of function of stomach,Clinical finding,29384001
95395009,1,Injection site mass,Clinical finding,"300848003,95376002"
52600004,1,Osmolality disturbance,Clinical finding,"237909001,76314005"
366157005,1,Cardiovascular measurement - finding,Clinical finding,106063007
20258000,1,Polyarteritis,Clinical finding,"46956008,52089001"
398925009,1,Abducens nerve disorder,Clinical finding,"118254002,128127008,302226006,73013002"
167714004,1,CSF pressure: low,Clinical finding,281668000
93986008,1,Primary malignant neoplasm of respiratory tract,Clinical finding,"126667002,372087000,449096009"
432119003,1,Aneurysm,Clinical finding,49601007
92151003,1,Benign neoplasm of intestinal tract,Clinical finding,"126769007,255167007,92118007,92153000"
165879008,1,Autoantibody titer positive,Clinical finding,"365584005,441773004"
315596001,1,Abscess of lower limb,Clinical finding,"118937003,200755008,309527000"
237772002,1,Adrenal atrophy,Clinical finding,30171000
65740005,1,Increased forced expiratory volume,Clinical finding,301282008
417996009,1,Systolic heart failure,Clinical finding,"371037005,733741005,84114007"
6561007,1,Pain in urethra,Clinical finding,"247382002,249300001"
234102003,1,Lipedema,Clinical finding,"118654009,126487009"
37494006,1,Increased peak expiratory flow rate,Clinical finding,442756004
119414006,1,Vertebral column finding,Clinical finding,"106028002,298379008"
197238009,1,Colostomy and enterostomy malfunction,Clinical finding,307239003
428875002,1,Recurrent bacterial infection,Clinical finding,"451991000124106,87628006"
314187004,1,Iliac artery occlusion,Clinical finding,"2929001,385442006,399957001"
363339009,1,Urological system complication of procedure,Clinical finding,"116223007,128606002"
54304004,1,Progressive bulbar palsy,Clinical finding,"302884001,95640005,95647008"
17440005,1,Anal spasm,Clinical finding,"129565002,249531009,32110003,85919009"
5152006,1,Illusions,Clinical finding,7011001
386080007,1,Vitamin B6 deficiency,Clinical finding,47903000
439328007,1,Abrasion and/or friction burn of head and/or neck,Clinical finding,"400181003,897601009"
365600008,1,Rheumatoid factor level - finding,Clinical finding,441742003
191733007,1,Fear of pregnancy,Clinical finding,386808001
42442001,1,Lichen striatus,Clinical finding,"271757001,88996004"
1482004,1,Chalazion,Clinical finding,"246835005,248516005,285302001,3441005"
34250006,1,Benign mucous membrane pemphigoid,Clinical finding,"276320009,86142006,95351003"
95690009,1,Retinal tear,Clinical finding,"231791008,262756006"
106143002,1,Sexuality related problem,Clinical finding,118199002
73375005,1,Ulcer of larynx,Clinical finding,"301210007,429040005,60600009"
253599005,1,Bicuspid pulmonary valve,Clinical finding,"253578007,302943003"
413343005,1,Mixed urinary incontinence,Clinical finding,"22220005,87557004"
472948001,1,Cross-dressing,Clinical finding,844005
300916003,0,,,844005
421961002,1,Hypersensitivity reaction,Clinical finding,"281647001,473010000"
92446002,1,Benign neoplasm of trachea,Clinical finding,"126703006,92320002"
18718003,1,Gingival disease,Clinical finding,"249410009,266418006"
735518003,1,Infection of digestive system caused by Mycobacterium tuberculosis,Clinical finding,"128561003,312158001,373407002,56717001"
762355002,1,Lesion of brainstem,Clinical finding,301766008
8691004,1,Acquired ichthyosis,Clinical finding,"399937000,400166009,782957005,816995008"
307699005,1,Nystagmus present,Clinical finding,366079002
254877001,1,Sarcoma of uterus,Clinical finding,"371973000,447885009"
25501002,1,Social phobia,Clinical finding,386810004
365469004,1,"Household, family and support network finding",Clinical finding,365448001
11378000,1,Persistent urogenital sinus,Clinical finding,"204821009,276752006,609521009"
13213009,1,Congenital heart disease,Clinical finding,"128599005,363028003,363035006"
81010002,1,Decreased systolic arterial pressure,Clinical finding,301140001
443719001,1,Leiomyosarcoma,Clinical finding,424413001
271687003,1,Swelling of scrotum,Clinical finding,"249232003,300882009"
300359004,1,Finding of vomiting,Clinical finding,300358007
128327004,1,Congenital anomaly of ocular adnexa,Clinical finding,"118941004,127329003,87290003"
425500002,1,Secondary progressive multiple sclerosis,Clinical finding,816984002
44572005,1,Tuberculous peritonitis,Clinical finding,"197171003,447330002,80654001"
237084006,1,Chlamydial cervicitis,Clinical finding,"186729003,188463006,301775005,37610005"
106012007,1,"Hypoxia, asphyxia AND/OR other respiratory condition of fetus AND/OR newborn",Clinical finding,414025005
126492006,1,Neoplasm of skin of face,Clinical finding,"10679391000119104,121000119106,126602005,400063003"
11804009,0,,,"10679391000119104,121000119106,126602005,400063003"
67313008,1,Fetal death due to termination of pregnancy,Event,276507005
129179000,1,Piriformis syndrome,Clinical finding,23056005
63643000,1,Derangement of knee,Clinical finding,"38850007,398993007,428724006"
235675006,1,Gastroparesis syndrome,Clinical finding,"13267003,253763002"
127344002,1,Acute disorder of ear,Clinical finding,"25906001,2704003"
90480005,1,Interrupted breathing,Clinical finding,85617008
368009,1,Heart valve disorder,Clinical finding,"301098007,56265001"
61808009,1,"Multiple endocrine neoplasia, type 2",Clinical finding,"363104002,46724008,699346009"
70000009,1,Crushing injury of multiple sites of lower limb,Clinical finding,"111691006,39595001"
31301004,1,Chronic gastric ulcer with perforation,Clinical finding,"3483000,95530000,9829001"
310255003,1,Anti-neutrophil cytoplasmic antibody negative,Clinical finding,"365584005,442225006"
363503004,1,Malignant tumor of upper limb,Clinical finding,"126650009,363346000"
76783007,1,Chronic hepatitis,Clinical finding,"128241005,128294001,328383001"
62660000,1,Conjunctival deposit,Clinical finding,40787005
111812000,1,Atypical mycobacterial infection,Clinical finding,88415009
414916001,1,Obesity,Clinical finding,"414915002,64572001"
238788004,1,Venous stasis syndrome,Clinical finding,"11263005,402665000"
246980005,1,Scleral injection,Clinical finding,366040008
365764008,1,Urine electrolyte levels - finding,Clinical finding,"365758001,785672002"
187801002,1,Malignant tumor of peritoneum and retroperitoneum,Clinical finding,"236019001,363420003,363492001"
23961005,1,Arthropathy associated with a hematological disorder,Clinical finding,35524003
312942003,1,Inherited optic neuropathy,Clinical finding,"363235000,363343008,77157004"
253763002,1,Dysmotility of stomach,Clinical finding,"29384001,5631002"
36675003,1,Periphlebitis,Clinical finding,61599003
38936003,1,Abnormal blood pressure,Clinical finding,392570002
247832004,1,Social fear,Clinical finding,1402001
30744009,1,Platypnea,Clinical finding,267036007
24813008,1,Gastrointestinal complication,Clinical finding,"116223007,119292006"
403906006,1,Metastatic squamous cell carcinoma,Clinical finding,"128462008,402815007"
418455000,1,Encephalitis due to protozoa,Clinical finding,"312215006,406598000,95896000"
109420003,1,Dysostosis,Clinical finding,"105986008,8447006"
72556006,1,Injury of trigeminal nerve,Clinical finding,"17769000,285597000,64309007"
439361000,1,Neoplasm of upper aerodigestive tract,Clinical finding,255055008
271425001,1,Scrub typhus,Clinical finding,721757006
78913002,1,Edema of newborn,Clinical finding,"118654009,22925008"
422977003,1,Congenital anomaly of tooth,Clinical finding,"128332003,282041002,371136004,95473006"
367468008,1,Congenital atresia of nares,Clinical finding,"128274005,232340005,4160001,751960361000119108"
301932008,1,Finding of appearance of anterior chamber,Clinical finding,246985000
449388008,1,Abnormality of atrioventricular valve leaflet in atrioventricular septal defect,Clinical finding,253427003
32022003,1,Degenerative progressive high myopia,Clinical finding,"27624003,34187009,362975008"
449814007,1,Trigeminal autonomic cephalalgia,Clinical finding,230461009
36118008,1,Pneumothorax,Clinical finding,233635001
9707006,1,Intestinal volvulus,Clinical finding,"46420000,675003"
128491006,1,Heterotopic ossification,Clinical finding,6595006
274112000,1,Male genital abscess,Clinical finding,"300858004,363194005,49298003"
95723009,1,Subcapsular cataract,Clinical finding,193570009
106176003,1,Endocrine finding,Clinical finding,404684003
89792004,1,Right ventricular hypertrophy,Clinical finding,"253516002,266249003"
26517000,1,Acquired deformity of finger,Clinical finding,"128618006,66327008"
22421007,1,Congenital absence of bladder,Clinical finding,37939008
274538008,1,Echoencephalogram abnormal,Clinical finding,15634001000119103
276799004,1,Dermatofibrosarcoma protuberans,Clinical finding,"443250000,94047004"
12820001,1,Disorder of sacrum,Clinical finding,"116304002,410730009,609620004"
721428008,1,Injury of thoracic spinal cord,Clinical finding,"24991000119103,262523007,282026002,90584004"
64233004,1,Embryonic fimbrial cyst,Clinical finding,302954008
400105005,1,Erysipeloid,Clinical finding,"266005008,367434002"
111550004,1,Ovarian failure,Clinical finding,"16041008,42497006"
275390005,1,Toxic effect of plant,Clinical finding,75478009
302227002,1,Ecchymosis,Clinical finding,131148009
715923003,1,Lysosomal acid lipase deficiency,Clinical finding,"238017009,85995004,86095007"
19603004,1,Gangrene of scrotum,Clinical finding,"262917005,372070002,49701002,609410002,724386005"
314515006,1,Papilloma of eyelid,Clinical finding,"231824001,711329002"
398696001,1,Congenital pigmented melanocytic nevus,Clinical finding,"400096001,66091009"
1384002,1,Diffuse cholesteatosis of middle ear,Clinical finding,21461006
267624002,0,,,21461006
249405005,1,Pigmentation of oral mucosa,Clinical finding,"1071000119107,249407002,276320009,366230001,714974000"
91922000,1,Congenital absence of jaw,Clinical finding,95473006
46866001,1,Fracture of lower limb,Clinical finding,"125605004,127279002,879910002"
448274000,1,Malignant neoplasm of connective tissue,Clinical finding,"126598008,363346000"
366354008,1,Basal metabolic rate - finding,Clinical finding,106089007
94183005,1,Secondary malignant neoplasm of back,Clinical finding,"126641007,128462008"
126951006,1,Neoplasm of central nervous system,Clinical finding,"126950007,23853001"
80060002,1,Furred tongue,Clinical finding,69244009
207036003,1,Angiofollicular lymph node hyperplasia,Clinical finding,"127071007,20991001,234088000,30746006"
22716005,1,Platelet disorder,Clinical finding,"362970003,414022008"
125116007,1,Chronic erythema,Clinical finding,247441003
307601000,1,Pseudomyxoma peritonei,Clinical finding,94627008
18620009,1,Congenital sequestration of lung,Clinical finding,"301232003,47147007"
65937002,1,Imperforate hymen,Clinical finding,"10736081000119101,128074002,239953001,289615008,65704008"
30908009,1,Disorder of vas deferens,Clinical finding,"118658007,300504002"
233873004,1,Hypertrophic cardiomyopathy,Clinical finding,"128599005,85898001"
283025007,1,Superficial injury of head,Clinical finding,"125587004,82271004"
39526006,1,Redundant prepuce,Clinical finding,"300520007,70318002"
205627002,1,Monosomy and deletion from autosome,Clinical finding,362984008
312123003,1,Bacterial urogenital infection,Clinical finding,"189176002,87628006"
17211005,1,Winged scapula,Clinical finding,298757000
275259005,1,Congenital malformation of ear,Clinical finding,"25906001,87290003"
33595009,1,Arachnoid cyst,Clinical finding,302883007
23568008,1,Metatarsus adductus,Clinical finding,"249809005,271099006,302297009,92929007"
419045004,1,Loss of consciousness,Clinical finding,443371007
66789005,1,Hepatocellular jaundice,Clinical finding,"235856003,80006005"
54501006,1,Neologism,Clinical finding,"289198005,41591006"
15802004,1,Dystonia,Clinical finding,76349003
118202007,1,Finding of sexual function,Clinical finding,118228005
249274008,1,Urinary symptoms,Clinical finding,"106098005,418799008"
71311003,1,Congenital kyphosis,Clinical finding,"276655000,414564002,699943005,73573004"
1679003,1,Arthritis associated with another disorder,Clinical finding,"35524003,3723001"
165519006,1,Neutrophil count abnormal,Clinical finding,165509000
312975006,1,Microalbuminuria,Clinical finding,29738008
116367006,1,Psychological finding,Clinical finding,118228005
398991009,1,Motor retardation,Clinical finding,102957003
32612005,1,Disorder of purine metabolism,Clinical finding,238006008
301113001,1,Finding of heart rate,Clinical finding,"106066004,366157005"
26681001,1,Endometriosis of pelvis,Clinical finding,"129103003,609620004"
45326000,1,Shoulder pain,Clinical finding,"102556003,116308004"
448569009,1,Nodule of umbilical structure,Clinical finding,274758007
225550006,1,Purulent discharge from wound,Clinical finding,239164002
73998008,1,Prolapse of female genital organs,Clinical finding,244938009
111288001,1,Ventricular flutter,Clinical finding,25569003
240525000,1,Filoviral hemorrhagic fever,Clinical finding,"128139000,131148009,198007"
195469007,1,Anal skin tag,Clinical finding,"201091002,737245004,88580009,91971005,92373002"
95330001,1,Linear IgA dermatosis,Clinical finding,"40449001,823996003,95329006"
250978003,1,Aortic valve calcification,Clinical finding,"448743001,6595006"
312418006,1,Parasitic eye infection,Clinical finding,"128351009,17322007"
609591000,1,Mononeuropathy of upper limb,Clinical finding,"128189008,609599003"
300130009,1,Lesion of ear canal,Clinical finding,"247247001,300092000"
36151004,1,Chemical esophagitis,Clinical finding,16761005
417079005,1,Toxic anterior segment syndrome,Clinical finding,128535002
128524007,1,Disorder of colon,Clinical finding,"119523007,300310003"
863969000,1,Adverse reaction to gold and gold compound,Clinical finding,282100009
249569004,1,Gallbladder finding,Clinical finding,"249561001,300339003"
224993008,1,Psychodynamic finding,Clinical finding,36456004
34742003,1,Portal hypertension,Clinical finding,"128056006,234072000"
55222007,1,Breast tenderness,Clinical finding,"116339002,301402008"
75702008,1,Brucellosis,Clinical finding,408638001
413835007,1,Chronic disease of immune structure,Clinical finding,"27624003,414030009"
69771008,1,Congenital anomaly of esophagus,Clinical finding,"128332003,128347007,275262008,37657006"
706912001,1,Complication of health care,Clinical finding,"116223007,116224001"
371040005,1,Thrombotic stroke,Clinical finding,230690007
299573000,1,Lesion of toe,Clinical finding,406119002
168501001,1,Radiology result abnormal,Clinical finding,"118247008,408574004"
250421003,1,Pregnancy test finding,Clinical finding,441742003
62005008,1,Coccidiosis,Clinical finding,771483000
248586000,1,Prolonged expiration,Clinical finding,106048009
400138001,1,Nodular fasciitis,Clinical finding,"286905003,36948007,92069005"
723722000,1,Absence of lower limb,Clinical finding,116312005
277258003,1,Subglottic finding,Clinical finding,271748007
991002,1,Wide QRS complex,Clinical finding,"102594003,118228005,365415001"
50143004,1,Kernicterus of newborn,Clinical finding,"127294003,22925008,301766008,363296001,414032001,52522001,87536007"
111583006,1,Leukocytosis,Clinical finding,"414478003,54097007"
23732000,1,Primary cerebellar degeneration,Clinical finding,95646004
52404001,1,Mastoiditis,Clinical finding,"274144001,363176004,55996006"
105652001,1,Disease due to Babesiidae,Clinical finding,771483000
19636003,1,Monocytosis,Clinical finding,"111583006,234427000,418697001"
271327008,1,Hypoglycemic syndrome,Clinical finding,126877002
449716000,1,Deformity of lower leg,Clinical finding,449715001
72884006,1,Shunting vascular flow,Clinical finding,1939005
87433001,1,Pulmonary emphysema,Clinical finding,13645005
21897009,1,Generalized anxiety disorder,Clinical finding,197480006
249438001,1,Vocal cord finding,Clinical finding,271748007
65118005,1,Marital problems,Clinical finding,"271437004,56098000"
85598007,1,Constrictive pericarditis,Clinical finding,"154091000119106,194965002,3238004"
419635000,1,Surgical wound finding,Clinical finding,225552003
79131000119100,1,Kidney lesion,Clinical finding,249578005
300851005,1,Mass of respiratory structure,Clinical finding,"106048009,300848003"
1051000119103,1,Acquired penile adhesion,Clinical finding,"300513000,33958003"
133531000119104,1,Malignant neuroendocrine tumor,Clinical finding,"255046005,363346000"
15630811000119104,1,Uveitis of left eye,Clinical finding,"128473001,456171000124102"
278536002,1,Post-pericardiotomy syndrome,Clinical finding,"385486001,55855009"
13211000119109,1,Lesion of vertebra,Clinical finding,"118953000,119414006"
397320006,1,Disorder of umbilicus,Clinical finding,"118928003,249537008"
13851000119109,1,Congenital facial asymmetry,Clinical finding,"15253005,66091009"
67805000,1,Secondary hyperaldosteronism,Clinical finding,"129636003,88213004"
10461000,1,Nonvenomous insect bite with infection,Clinical finding,"262550002,429305003"
235741002,1,Perforation of small intestine,Clinical finding,"119522002,56905009"
6365004,1,Cutaneous actinomycosis,Clinical finding,"11817007,128936008"
80093006,1,Enophthalmos,Clinical finding,231849002
4530000,1,Madelung's deformity,Clinical finding,"123559005,123560000,205473008,237513002,298149009,38850007,428107009,88631000119105"
82354003,1,Multiple system malformation syndrome,Clinical finding,400038003
37298006,1,Nail biting,Clinical finding,365942007
397746007,1,Snuffles,Clinical finding,118237005
717234006,1,Allergy to animal protein,Clinical finding,419199007
707207004,1,Incomplete induced termination of pregnancy,Clinical finding,609446006
721756002,1,Infection caused by Klebsiella,Clinical finding,128945009
289841000,1,Finding of sensation of ovary,Clinical finding,"247330004,289834006"
430940009,1,Disorder of glenohumeral joint,Clinical finding,"298767005,444003007"
50438001,1,Peripheral vertigo,Clinical finding,20425006
118235002,1,Eye / vision finding,Clinical finding,404684003
32219008,1,Craniorachischisis,Clinical finding,"253098009,299735001"
370352001,1,Antenatal screening finding,Clinical finding,365856005
9904008,1,Congenital anomaly of cardiovascular system,Clinical finding,"276654001,762228008"
366256008,1,Finding of bowel action,Clinical finding,300373008
77701002,1,"Multiple malformation syndrome, moderate short stature, facial",Clinical finding,82354003
126853008,1,Neoplasm of biliary tract,Clinical finding,"105997008,128050000,254532005"
276570006,1,Perinatal hypoxia and asphyxia,Clinical finding,"106012007,415073005"
92250007,1,Benign neoplasm of nose,Clinical finding,"126669004,92098009"
28975000,1,Constitutional aplastic anemia,Clinical finding,"306058006,40888008,63565007,737221003"
79962008,1,Diffuse spasm of esophagus,Clinical finding,"129565002,266434009,51942003"
127279002,1,Injury of lower limb,Clinical finding,"118937003,417163006"
4399003,1,Acute hemorrhagic pancreatitis,Clinical finding,"197456007,95562002"
241967006,1,General effects of low temperature,Clinical finding,"419026008,64572001"
14852000,1,Myringitis,Clinical finding,"21426000,301470001,65363002"
72196001,1,Hepatojugular reflux,Clinical finding,21829004
190980000,1,Selective immunoglobulin M deficiency,Clinical finding,234539005
274735009,1,Spermatozoa abnormal,Clinical finding,"167767004,300537000"
90415008,1,Immature behavior,Clinical finding,844005
88580009,1,Anal polyp,Clinical finding,"300569009,300855001,32110003,441456002"
82649003,1,Astigmatism,Clinical finding,39021009
111321007,1,Right aortic arch,Clinical finding,"204299009,410065004,79439001"
363438000,1,Malignant neoplasm of vertebral column,Clinical finding,"1157063004,126552007,443679004"
367534004,1,Supernumerary tooth,Clinical finding,371136004
166830008,1,Serum cholesterol raised,Clinical finding,"166816003,67991000119104"
267395000,1,Adrenogenital disorder,Clinical finding,30171000
128131002,1,Disorder of upper arm,Clinical finding,118947000
124035003,1,Increased beta globulin,Clinical finding,124019005
255107005,1,Seminoma of testis,Clinical finding,"443675005,713646001"
246915008,1,Globe finding,Clinical finding,"118235002,406122000"
36184004,1,Aneurysm of renal artery,Clinical finding,"16934004,35239001,57035005"
167256004,1,Urine pregnancy test positive,Clinical finding,250423000
44376007,1,Dissociative disorder,Clinical finding,111475002
609624008,1,Finding of abdomen,Clinical finding,822987005
253272009,1,Congenital abnormality of cardiac connection,Clinical finding,13213009
165421004,1,RBC count normal,Clinical finding,"365625004,442082004"
126722002,1,Neoplasm of mesothelial tissue of pleura,Clinical finding,"126719004,126724001"
413442004,1,Acute monocytic/monoblastic leukemia,Clinical finding,"188744006,91861009"
71639005,1,Galactorrhea associated with childbirth,Clinical finding,"37110009,86196005"
225452001,1,Paranoid delusion,Clinical finding,2073000
371073003,1,Postural orthostatic tachycardia syndrome,Clinical finding,28651003
84353005,1,Pulmonary disease due to Mycobacteria,Clinical finding,"128601007,312119006,88415009"
