key,label
250133000,Tendon finding
417044008,"Hydatidiform mole, benign"
109385007,Kaposi's sarcoma (clinical)
54302000,Discharge from nipple
52565000,Non megaloblastic anemia associated with nutritional deficiency
238450000,Protozoal infestation of skin
192727001,Post-infectious encephalitis
721286008,Hypoinsulinemia following procedure
278528006,Facial swelling
234526006,Ocular sarcoidosis
32958008,Congenital micrognathism
118600007,Malignant lymphoma
95397001,Injection site necrosis
112401000119106,Lesion of conjunctiva
373436002,Infection due to Mycobacterium intracellulare
258149004,Swallowing finding
428905002,Malignant neoplasm of gastrointestinal tract
232310008,Infection involving inner ear
36083008,Sick sinus syndrome
46536000,Tubo-ovarian inflammatory disease
369705002,Invasive tumor border
237602007,Metabolic syndrome X
5740008,Pelvic hematoma during delivery
301305006,Finding of general observation of appearance
413341007,Neonatal bradycardia
94807005,Neoplasm of uncertain behavior of cranial nerve
431421000124103,Arteriosclerosis of carotid artery
105661001,Disease due to Schistosomatidae
202820009,Atlantoaxial instability
39134007,Hematomyelia
288250001,Maternal hypertension
48286001,Disorder of lipoprotein AND/OR lipid metabolism
28743005,Productive cough
73098005,Cholinergic urticaria
165439008,MCH - low
310290006,Smooth muscle antibodies positive
711329002,Papilloma
302810003,Viral infection of central nervous system
58729003,Disorder of capillaries
254827004,Lipomatous tumor
49649001,Infection by Acanthamoeba
102897001,Feeling intoxicated
293104008,Vaccine adverse reaction
92408009,Benign neoplasm of spleen
93143009,Leukemia
23238000,Common variable agammaglobulinemia
70129008,Placenta accreta
16217003,Shock due to anesthesia
126951006,Neoplasm of central nervous system
285708004,Injury of systemic artery
59174009,Fetishism
9115004,Pili incarnati
441456002,Polyp
309198006,Abnormal histology findings
247848003,Fear of animals
64624009,Hypoglycemic encephalopathy
251859005,Dialysis finding
75803007,Posterior rhinorrhea
43339004,Hypokalemia
126490003,Neoplasm of sweat gland
111880001,Acute HIV infection
190460008,Hemorrhage of parathyroid
724744002,Paraphilia involving non-consenting individual
13211000119109,Lesion of vertebra
93917007,Primary malignant neoplasm of nasal cavity
274771005,Bence-Jones proteinuria
22255007,Progressive multifocal leukoencephalopathy
50927007,Cartilage disorder
188192002,Malignant neoplasm of endometrium of corpus uteri
126916003,Neoplasm of fallopian tube
15729761000119105,Arthropathy of left hip joint
30873000,Esophageal fistula
428322007,Malignant neoplasm of uterine adnexa
234119001,Arterial malformation
111405003,Ureteritis
109844006,Angiosarcoma of liver
870637009,Cervical artery dissection
82286005,Hyperimmunoglobulin M syndrome
399939002,Hirsutism
94755004,Neoplasm of uncertain behavior of blood vessel
404035005,Granular cell tumor
406119002,Toe finding
116133005,Congenital agammaglobulinemia
792004,Creutzfeldt-Jakob disease
205655003,Trisomy 22
105655004,Disease due to Trypanosomatidae
232429001,Acute subglottic laryngitis
1148903009,Secondary glomerular disease
246854005,Lacrimal drainage pathway finding
414530001,Intestinal infectious disease due to Gram-negative bacteria
17602002,Amyloidosis
164947007,Prolonged PR interval
230594005,Critical illness polyneuropathy
312514006,Netherton's syndrome
38341003,Hypertensive disorder
87540003,Deformity of orbit
410818009,Pseudoarthrosis
3914008,Mental disorder in childhood
95885008,Mycoplasmal pharyngitis
197794008,Staghorn calculus
448915004,Cleft of hard palate
28055006,West syndrome
56727007,Vitiligo
79468000,Familial benign pemphigus
318191000009109,Bacterial hepatitis
2523007,Salmonella pneumonia
71057007,Infection due to Escherichia coli
247404004,Allodynia
269224001,"Crush injury, face, scalp and neck"
312913006,Ischemic maculopathy
5740008,Pelvic hematoma during delivery
94222008,Secondary malignant neoplasm of bone
195353004,Granulomatosis with polyangiitis
128224008,Congenital anomaly of mandible
365565007,Legal affairs and legal constraints - finding
368009,Heart valve disorder
428054006,Adenomatous polyp of colon
43030007,Stenosis of bile duct
247830007,Fear of open spaces
274667000,Jaw pain
399382009,Dysplasia of vulva
32612005,Disorder of purine metabolism
44796002,Ectopic ureter
80761006,Primary chronic pseudo-obstruction of large intestine
60735000,Lagophthalmos
246927006,Corneal pigmentation
366124008,Finding related to ability to cough
44103008,Ventricular arrhythmia
109385007,Kaposi's sarcoma (clinical)
92550006,Carcinoma in situ of body of uterus
248256006,Not getting enough sleep
2496007,Acalculia
72128008,Disorder of refraction AND/OR accommodation
118938008,Disease of mouth
373434004,Disorder of blood vessels of thorax
21117005,Conjunctival hemorrhage
65110003,Tropical pyomyositis
41188003,Disorder of oral soft tissues
243859006,Gout monitoring status
254613007,Carcinoid tumor of pancreas
239838005,Chondrocalcinosis
56170001,Photopsia
11114002,Sore gums
5919001,Rupture of papillary muscle
210811000,Renal blood vessel injury
43878008,Streptococcal sore throat
367466007,Skin irritation
302080006,Finding of birth outcome
271423008,Tuberculosis of skin and subcutaneous tissue
35999006,Blighted ovum
109844006,Angiosarcoma of liver
26089000,Trematode infection
417044008,"Hydatidiform mole, benign"
79337003,Anaphylactic transfusion reaction
11194003,Congenital anomaly of anus
5609005,Sinus arrest
238083002,Primary hypertriglyceridemia
53417006,Articular cartilage disorder
81598001,Trichomonal vulvovaginitis
247115000,Retinal vein finding
110270004,Late effects of poliomyelitis
196286005,Dentinogenesis imperfecta
7870007,Vascular lesion of cord
92051001,Benign neoplasm of cerebral meninges
71315007,Dyspareunia
315027009,Congenital conduction defect
109516004,Macrogenia
90216006,Symblepharon
274536007,Abnormal findings on diagnostic imaging of urinary organs
8217007,Arachnoiditis
11455007,Lipoidosis
243796009,Situation with explicit context
91965004,Benign neoplasm of adnexa of skin
193042000,Cataplexy and narcolepsy
92318000,Benign neoplasm of rectum
12818004,Ureterocele
111575000,Anemia due to membrane defect
8722008,Aortic valve disorder
80182007,Irregular periods
7415003,Abscess of ovary
723125008,Epileptic encephalopathy
45828008,"Anemia in mother complicating pregnancy, childbirth AND/OR puerperium"
103018003,Exertional dizziness
428775009,Sperm granuloma
17340006,Necrosis of nose
167057000,Carcinoembryonic antigen present
9389005,Herpes simplex keratitis
22325002,Abnormal gait
60086000,Aldosterone deficiency
23697004,Crush syndrome
45342007,Yellow nails
34150001,"Drug dependence in mother complicating pregnancy, childbirth AND/OR puerperium"
284006002,Injury of thoracic cavity
365481000,Household composition - finding
193894004,Conjunctival hyperemia
47481007,Achlorhydria
79688008,Respiratory obstruction
7699004,Adhesive middle ear disease
59890007,Paralytic lagophthalmos
234350007,Neonatal anemia
83728000,"Polyglandular autoimmune syndrome, type 2"
247568001,Folliculitis of lids
43766001,Fibrotic lymphadenopathy
9651007,Long QT syndrome
416916004,Lipoid pneumonitis
79740000,Candidiasis of mouth
363358000,Malignant tumor of lung
315345002,Acute lung injury
298766001,Lesion of clavicle
4069002,Anoxic brain damage during AND/OR resulting from a procedure
417192005,St. Louis encephalitis virus infection
249829006,Muscle hypertrophy
126949007,Acoustic neuroma
401269004,Fear of falling
127000009,Neoplasm of uveal tract
118215003,Delivery finding
18618006,Aura
281465007,Traction apophysitis
240707005,Anogenital candidiasis
418632009,Endometrial disorder
33167004,Complication of transplanted liver
3545003,Diastolic dysfunction
430479006,Mazzotti reaction
102588006,Chest wall pain
164912004,EKG: P wave abnormal
76388001,ST segment elevation
29206004,Testicular hyperfunction
102031000119109,Paratesticular mass
236647003,Urethral stenosis
710864009,Dissection of artery
197433003,Polyp of gallbladder
448447004,Non-Hodgkin's lymphoma of skin
31758001,Post-ictal state
56780006,Segmental hyalinizing vasculitis
48142003,Vitreous abscess
93198004,Malignant lymphoma of spleen
80910005,Skin sensation disturbance
17996008,Pneumoconiosis due to inorganic dust
70256003,Sexual intercourse - finding
95459002,Cerebellar artery thrombosis
234947003,Tooth disorder
111843007,Viral gastroenteritis
111859007,Herpes zoster without complication
41620007,Congenital anomaly of lacrimal gland
230311004,Basal ganglia degeneration with calcification
428881005,Injury of tibia
83035003,Chylothorax
312123003,Bacterial urogenital infection
60555002,Hypersensitivity angiitis
95885008,Mycoplasmal pharyngitis
165517008,Neutropenia
371020003,Renal hematuria
17406005,Varicose veins of pelvis
54122009,Eales' disease
247617009,Impaired ability to learn new material
302946006,Arteriovenous fistula aneurysm
423066003,Finding of mouth region
8034008,Painful penile erection
365483002,Finding related to care and support circumstances and networks
102619001,Pain in esophagus
237560005,Generalized thyroid hormone resistance
16652001,Fabry's disease
405772002,Congenital kyphoscoliosis
237836003,Short stature disorder
365441007,Drive - finding
26520008,Optic nerve infarction
392481002,Chandler syndrome
616006,Sensorimotor disorder of eyelid
43489008,Congo-Crimean hemorrhagic fever
301097002,Finding of right ventricle
91669008,Perirectal abscess
237722004,Empty sella syndrome
61003004,Epidermolysis bullosa
386067009,Disorder of vitamin B12
278037002,Streptococcal cellulitis
51930008,Focal retinitis AND retinochoroiditis of other posterior pole
65340007,Aneurysm of heart
235957008,Pancreatic collection
240523007,Viral hemorrhagic fever
17940001,Toxic neuromuscular junction disorder
255072001,Malignant tumor of salivary gland
443488001,Malignant neoplasm of anorectum
105645003,Disease due to Acanthamoebidae
451421000124102,Disorder of right lower extremity
212169004,Thoracic cord injury without spinal bone injury
242784006,"Exposure to electric current, with passage of current through tissue"
16059006,Aniseikonia
73013002,Cranial nerve disorder
167221003,Urinalysis = no abnormality
290101004,Swelling of nipple
19829001,Disorder of lung
764517009,Craniofacial cleft
22043005,Noninflammatory disorder of uterus
254026007,Craniofacial microsomia
237279007,Transient hypertension of pregnancy
240700007,Fungal infection of hair
10164001,Parasystole
407476002,Sandfly-borne phleboviral disease
105680004,Disease due to cestodes of order Cyclophyllidea
276654001,Congenital malformation
123910004,Family rubiaceae poisoning
47028006,Congenital hiatus hernia
56097005,Migraine without aura
74021003,Bifascicular block
14260009,Shoshin beriberi
233609002,Pneumonia caused by Chlamydiaceae
237705001,Hypophysitis
186774005,Boutonneuse fever
397829000,Asystole
300380005,Finding of frequency of defecation
31070006,Epididymitis
563001,Nystagmus
76126009,Abscess of eyelid
197171003,Bacterial peritonitis
4659007,Acne fulminans
60168000,Osteomyelitis
238131007,Overweight
298379008,Finding of spinal region
13277001,Cystic acne
271951008,Crying associated with mood
26298008,Ketoacidotic coma due to diabetes mellitus
717867004,Vascular ectasia of stomach
787177005,Inflammatory disorder of visual pathway
11442006,Hereditary sensory neuropathy
249244000,Penis finding
95623001,Neonatal coagulation disorder
404658009,Papillophlebitis
415111003,Plasma cell neoplasm
77956009,Steinert myotonic dystrophy syndrome
1415005,Lymphangitis
289196009,Finding of fluency of speech
58759008,Intertrigo
105631009,Disease due to Paramyxoviridae
49107007,Tuberculosis of eye
27240009,Pseudocowpox
95441000,Pulmonary artery stenosis
253818009,Congenital malformation of anterior abdominal wall
289841000,Finding of sensation of ovary
79231000,Hydrothorax
239161005,Wound hemorrhage
203665007,Flatback syndrome
75119003,Amebic liver abscess
86022000,Monoplegia
609591000,Mononeuropathy of upper limb
106129007,Motor function behavior finding
324301000119107,Arthropathy due to metabolic disorder
76616003,Disorder of lymph node
248027001,Theft
703938007,Inflammatory dermatosis
71571008,Infestation by insect
26843008,Antiphospholipid syndrome
416377005,Port-wine stain of skin
373168002,Reticulosarcoma
785671009,Finding of substance level
49584005,Acute cor pulmonale
14981000,Urethral fistula
55941000,Cutaneous sarcoidosis
72325004,Cyst of thyroid
58756001,Huntington's chorea
211589009,Crush injury of hip and thigh
395538009,Microscopic specimen observation
281647001,Adverse reaction
64559002,Hypervitaminosis A
399921006,Hamartoma of skin
128069005,Injury of abdomen
7573000,Classical phenylketonuria
36540006,Calcification of joint
313130001,Uterine membrane finding
32553006,Hangover
419153005,Nodular goiter
3545003,Diastolic dysfunction
5587004,Corneal dystrophy
60627008,Obturator hernia
363005004,Cardiovascular system hereditary disorder
126685009,Neoplasm of pharynx
20928004,Ulcer of anus
762228008,Congenital cardiovascular disorder
247470007,Morbilliform eruption
57451009,Congenital tracheobronchomegaly
92080005,Benign neoplasm of duodenum
126851005,Neoplasm of liver
57219006,Craniosynostosis syndrome
42497006,Decreased hormone secretion
248965005,Finding of regularity of menstrual cycle
75864003,Psychiatric symptom
118612006,Malignant histiocytosis (clinical)
94491007,Secondary malignant neoplasm of pituitary gland
403709005,Complication of cutaneous surgery
49453006,Cerebral herniation
444693004,Pectus deformity of chest
16685009,Hypocortisolism secondary to another disorder
195130005,Post cardiac operation functional disturbance
249829006,Muscle hypertrophy
129576003,Purple glove syndrome
254679001,Milia
426711003,Nitritoid reaction
363176004,Inflammatory disorder of head
270521004,Trisomy and partial trisomy of autosome
46126003,Rupture of artery
60332004,Malposition of eyelashes
60331006,Abnormal auditory perception
126602005,Neoplasm of soft tissues of face
95361005,Inflammatory disease of mucous membrane
280134004,Disorder of soft tissue of limb
278692007,Aspiration into lower respiratory tract
93526001,Hodgkin's disease of lymph nodes of multiple sites
26141007,ST segment depression
111253001,Infection of bone
23894009,Acne varioliformis
246641000,Sees lights in visual field
48433002,Legal termination of pregnancy with complication
275322007,Scar
415992005,Disorder of right cardiac ventricle
46635009,Type 1 diabetes mellitus
75549005,Infection by Pneumocystis jirovecii
73765005,Disorder of vagus nerve
399317006,Bradykinesia
128609009,Intracranial aneurysm
427989008,Chronotropic incompetence
79893008,Vesicular eruption
230799003,Post-traumatic coma
102570003,Inguinal pain
33994004,Akinesia
200751004,Abscess of face
23880008,Congenital anomaly of peripheral nerve
225450009,Homicidal thoughts
37876005,Phlebolithiasis
357705009,Cotard's syndrome
10623005,Fibrous dysplasia of bone
162042000,Abdominal wall pain
280959007,Malignant tumor of lacrimal drainage structure
7973008,Abnormal vision
67967009,Cushingoid facies
90708001,Kidney disease
365852007,Respiratory function finding
410747005,Subcutaneous tissue finding
18941000,Oppositional defiant disorder
38481006,Hypertensive renal disease
204192005,Coloboma of choroid
21639008,Hypervolemia
441914009,Imaging of head abnormal
93448009,Superficial ulcer of skin
11049006,Cervical radiculitis
52324001,Mediastinal lymphadenopathy
68659002,Blepharoconjunctivitis
41982003,Male climacteric
12546009,Hemorrhagic disease of the newborn due to vitamin K deficiency
17406005,Varicose veins of pelvis
201726005,Arthropathy associated with non-infective gastrointestinal disorder
7379000,Pseudobulbar palsy
19364004,Contact urticaria
609620004,Disorder of pelvis
233988005,Carotid artery aneurysm
126768004,Neoplasm of gastrointestinal tract
421075007,Ketoacidotic coma due to type 1 diabetes mellitus
60627008,Obturator hernia
301867009,Edema of trunk
398760006,Abducens nerve palsy
34738001,Drug reaction AND/OR intoxication specific to newborn
4969004,Sinus headache
254117007,Dysplasia with defective mineralization
27712000,Hypervitaminosis D
6744007,Painful bladder spasm
22125009,Panniculitis
298350001,Bone absent
711564007,Cholecystolithiasis with obstruction
89141000,Viral myocarditis
301120008,Electrocardiogram finding
131111000,Increased carotene
11263005,Vascular disease of the skin
249562008,Bowel finding
21520009,Toxic effect of soap AND/OR detergent
11251000,Irradiation cystitis
200977004,Erythrodermic psoriasis
266249003,Ventricular hypertrophy
82385007,Budd-Chiari syndrome
281254000,Large bowel obstruction
127329003,Congenital anomaly of visual system
125606003,Fracture of cervical spine
279982005,Cerebral degeneration presenting primarily with dementia
20196005,Lobular panniculitis
126713003,Neoplasm of lung
762415003,Disorder of iridocorneal angle
237462004,Nipple infection
17383000,Toxic effect of carbon monoxide
289662001,Lesion of uterus
402299006,Papuloerythroderma of Ofuji
281254000,Large bowel obstruction
33659008,Keloid scar
699346009,Hereditary cancer-predisposing syndrome
199879009,Congenital anomaly of skin
420373003,Allergic disorder of digestive system
76880004,Angelman syndrome
85029000,Congenital anomaly of fallopian tubes
70134007,Hypochloremic alkalosis
735916009,Primary malignant neuroepithelial neoplasm of retina
111861003,Herpes zoster with nervous system complication
95525004,Oral hypoesthesia
788192009,Fracture of multiple bones
269818000,Myelocytes present
268674003,Developmental disorder of motor function
363489000,Malignant tumor of neck
126662008,Red throat
83458005,Agitated depression
165583001,INR - international normal ratio abnormal
300233000,Finding of dentition
43954004,Head-banging
67279004,Injury of median nerve
399992009,Erythroderma
30415006,Disease due to Papilloma virus
91855006,Acute leukemia
197816002,Ureteric fistula
363457009,Malignant tumor of renal pelvis
415285009,Refractory cytopenia with multilineage dysplasia
74990005,Distorted hearing
2169001,Thoracic radiculitis
235641005,Broncho-esophageal fistula
233703007,Interstitial lung disease
252025007,Incompetent urethral closure mechanism
60814007,Antisocial behavior
84089009,Hiatal hernia
263250005,Fracture of bone of forefoot
461415008,Hereditary dysplasia of blood vessel
90446007,Pruritus ani
65870008,Fetor hepaticus
397825006,Gastric ulcer
198743003,"Illegal termination of pregnancy, incomplete"
70318002,Congenital anomaly of penis
365448001,Social and personal history finding
111331000,Congenital dilatation of lobar intrahepatic bile duct
45816000,Pyelonephritis
123640000,Mucous membrane dryness
417746004,Traumatic injury
13045009,Anisocoria
105632002,Disease due to Bunyaviridae
23501004,Arginase deficiency
365309002,Use of imagination - finding
275524009,Immunoproliferative neoplasm
67698009,Obsessional thoughts
234427000,Monocytoid disorder
365638007,Rh blood group - finding
38013005,Immunosuppression
95394008,Injection site urticaria
197794008,Staghorn calculus
89321004,Köbner phenomenon
93559003,Hypogonadism with anosmia
42059000,Retinal detachment
111496009,Syringomyelia
187767006,Malignant neoplasm of liver and intrahepatic bile ducts
78598000,Superficial injury of eye
72405004,Increased appetite
87628006,Bacterial infectious disease
38292009,Red blood cell disorder
127400004,Hematopoiesis finding
49111001,Adrenal hemorrhage
111746009,Mechanical complication of device
240727006,Cutaneous coccidioidomycosis
371704001,Injury due to chemical exposure
55850004,Endosalpingiosis
8011004,Dysarthria
14357004,Ischemic optic neuropathy
74853008,Fibrosis of the skin
277194006,Cytopathology finding
232118008,Anomaly of vergence system
363366009,Malignant tumor of soft tissue of pelvis
123863008,Disorder of epiglottis
95597000,Leukoplakia of female genital organs
5291005,Hypocalcemia
71677004,Effect of exposure to external cause
49526009,Presbycusis
44780000,Hypnagogic hallucinations
60234000,Aortic valve regurgitation
184781000119102,Primary adenocarcinoma of cervix uteri
367434002,Erysipelothrix
191306005,Immunoglobulin A vasculitis
110015006,Injury of penis
274643008,Body pale
197663003,Impaired renal function disorder
225793008,Disempowered
249491000119100,Structural developmental anomalies of neurenteric canal
243851009,Chronic disease monitoring status
46970008,Mycoplasma pneumonia
95689000,Retinal deposits
429300008,Cytomegaloviral gastritis
268585006,Placental infarct
403192003,Full thickness burn
11934000,Ptosis of eyelid
413342000,Neonatal tachycardia
363170005,Inflammation of specific body structures or tissue
69278003,Congenital aniridia
16250001000004107,Fracture of shoulder
271687003,Swelling of scrotum
81566007,Ulcer of bronchus
167582007,Urine microalbumin positive
48124008,Fibrosis of bile duct
247667002,Grandiose delusions
309794002,Finding of body product
37655003,Late effect of fracture of skull AND/OR face bones
54307006,Zoophobia
165747007,RhD positive
46963008,Compression of brain
301095005,Cardiac finding
82636008,Orgasm disorder
64531003,Nasal discharge
83850008,Uremic acidosis
301432000,Aneurysm of head and neck artery
281801000009108,Bacterial prostatitis
284000008,Endocrine injury
190749000,Glucose-galactose malabsorption
102472009,Prolonged therapeutic response
235862008,Hepatitis due to infection
95340003,Nail bed infection
95569006,Uremic coma
237072009,Endometrial hyperplasia
35868009,Carcinoid syndrome
431481001,Chronic pain due to injury
49650001,Dysuria
233970002,Coronary artery stenosis
419455006,Disorder characterized by eosinophilia
45536007,Poisoning by sympathomimetic drug
230698000,Lacunar infarction
389088001,Hypoxia of brain
10085004,Metatarsalgia
84679006,Gastrointestinal candidiasis
60103007,Inhibited female orgasm
232216004,Deformity of pinna
111521006,Corneal degeneration
63081009,Acute infarction of spinal cord
254662007,Keratoacanthoma
281398003,Groin mass
29596007,Hypercapnia
145511000119106,Secondary malignant neoplasm of genital organ
93297002,Congenital hypoplasia of thymus
48241004,Meckel's diverticulitis
128044005,Disorder of skin AND/OR subcutaneous tissue of neck
441457006,Cyst
235833007,Postoperative ileus
225552003,Wound finding
41256004,Presbyopia
300545005,Finding of sexual arousal
58694006,Teratogenesis
95558008,Pneumocholecystitis
116276002,Musculoskeletal finding related to thorax
16898641000119100,Gonorrhea of lower genitourinary tract
1345007,Hang nail
12245681000119103,Postprocedural retention of urine
439731006,Septic thrombophlebitis
89627008,Hyponatremia
43994002,Behavior showing reduced motor activity
1776003,Renal tubular acidosis
312125005,Bacterial genital infection
128093000,Alloimmune thrombocytopenia
53189005,Congenital atresia of trachea
232416001,Velopharyngeal incompetence
236403004,Focal segmental glomerulosclerosis
10394003,Friedreich's ataxia
48142003,Vitreous abscess
235674005,Perforation of stomach
53476006,Radiation hepatitis
723877000,Obstruction of visceral vein
191962000,Neurocirculatory asthenia
37231002,Macular retinal edema
365929007,Consciousness and/or awareness finding
238525001,Polymorphous light eruption
216004,Delusion of persecution
366256008,Finding of bowel action
240196003,Bone necrosis
362986005,Antibody-mediated cytolysis
406137001,Adult victim of abuse
207036003,Angiofollicular lymph node hyperplasia
362970003,Disorder of hemostatic system
61070002,Erythrophagocytosis
185113005,Tuberculosis of adrenal glands
37657006,Disorder of esophagus
66329006,Eosinophilic gastritis
363349007,Malignant tumor of stomach
71311003,Congenital kyphosis
9713002,Prostatitis
11441004,Prostatism
13507004,Purpura fulminans
87235005,Dialysis disequilibrium syndrome
237855003,Reduced anion gap
17450006,Myoclonus
17098006,Subacute infectious disease
285596009,Injury of peripheral nerve plexus
247405003,Pain in area of anesthesia
46578006,Lumbosacral radiculitis
181869007,Neonatal cardiorespiratory arrest
63942007,Injury of nerve of trunk
14534009,Splenic vein thrombosis
26436007,Disorder of acid-base balance
80384002,Epiglottitis
302914006,Barrett's esophagus
68225006,Alopecia areata
365415001,QRS complex - finding
242056005,Accidental injury
49472006,Megaloblastic anemia due to vitamin B>12< deficiency
1135000,Solar retinopathy
128043004,Disorder of skin AND/OR subcutaneous tissue of trunk
79955004,Chronic cor pulmonale
1912002,Fall
274668005,Non-cardiac chest pain
80599001,Isolated corticotropin deficiency
166749003,Blood copper abnormal
72129000,Acquired acanthosis nigricans
721237006,Sequela of infection caused by Mycobacterium
35265002,Mallory-Weiss syndrome
363403002,Malignant tumor of duodenum
68033004,Tracheostomy complication
80321008,Mesangiocapillary glomerulonephritis
254614001,Benign tumor of endocrine pancreas
74390002,Wolff-Parkinson-White pattern
252028009,Urinary outflow obstruction
22033007,Fetal growth restriction
197660000,Renal fibrosis
397974008,Hypoesthesia
197270009,Acute hepatic failure
22255007,Progressive multifocal leukoencephalopathy
365758001,Electrolyte levels - finding
2128005,Disorder of adenoid
365687009,Presence of crystals - finding
15405008,Late ejaculation
267802000,Pruritus of genital organs
236821005,Failure of penetration
80383008,Embolism of iliac artery
417279003,Hemoglobin S sickling disorder with crisis
414014001,Disease due to Flaviviridae
34282009,Disorder of periapical tissues of tooth
77503002,Marburg virus disease
302783002,Red blood cell agglutination
25093002,Disorder of eye due to diabetes mellitus
165528007,Basophil count abnormal
399882002,Cystic hygroma
102448004,Drug-induced dyskinesia
71583005,Toxic gastroenteritis
268180007,Right hypoplastic heart syndrome
335977000,Penile swelling
38804009,Turner syndrome
128188000,Cerebral palsy
94313005,Secondary malignant neoplasm of gastrointestinal tract
238944001,Metabolic and nutritional disorders affecting skin
299733008,Finding of spinal cord
60845006,Dyspnea on exertion
63042009,Congenital atresia of tricuspid valve
103005006,Inadequate analgesia
237840007,Disorder of electrolytes
234003006,Arterial hemorrhage
186771002,Spotted fevers
365679008,Feces: foreign constituents - finding
25107009,Verbal repetition
43752006,Enterocolitis
116329008,Finding of walking
187058000,Histoplasmosis with retinitis
238525001,Polymorphous light eruption
89138009,Cardiogenic shock
111549004,Ovarian hyperfunction
25533006,Decreased platelet production
95165006,Neoplasm of uncertain behavior of urinary system
3218000,Mycosis
721291009,Disorder of patella
21584002,Syndrome of infant of diabetic mother
363090004,Disorder of protein metabolism
81042008,Congenital anomaly of spinal cord
230759001,Vasogenic cerebral edema
271719001,Raised intracranial pressure
165509000,White blood cell count abnormal
66517001,Closed fracture of body of mandible
37796009,Migraine
111975006,Prolonged QT interval
42343007,Congestive heart failure
91514001,Corneal ulcer
112630007,Abnormal facies
371237000,Syphilitic skin disorder
18193002,Hypochondriasis
266480006,Post-surgical malabsorption
10001005,Bacterial sepsis
59265000,Paroxysmal dyspnea
427341007,Pain provoked by exertion
95396005,Injection site cyst
275472008,Psychogenic dysphonia
212966005,Effects of hunger
237542005,Sick-euthyroid syndrome
16358007,Chronic disease of tonsils AND/OR adenoids
6331000,Angiokeratoma of Fordyce
45030009,Disorder of eye movements
126950007,Neoplasm of nervous system
303078007,Perforation of large intestine
399907009,Animal bite wound
78745000,Urticaria pigmentosa
234128000,Ectactic vein
51387008,Acidosis
448908007,Neoplasm of uncertain behavior of digestive organ
250256002,Cold agglutinins present
66308002,Fracture of humerus
67754003,Aortic valve sclerosis
24976005,Uterine prolapse
45456005,Renal infarction
53648006,Disease due to Enterovirus
373136005,Heart valve calcification
33168009,Entropion
86142006,Pemphigoid
16573007,Senile cardiac amyloidosis
208060001,Closed spinal fracture with cauda equina lesion
35429005,Anticipatory anxiety
48522003,Spinal cord disease
85305001,Abnormal hair growth
58170007,Viral meningitis
86842008,Iatrogenic pituitary disorder
712893003,Injury of back
85007004,Meralgia paresthetica
19471005,Lymphadenitis
7183006,Anophthalmos
93199007,Malignant lymphoma of extranodal AND/OR solid organ site
56335008,Infection by Trichomonas
197232005,Anorectal pain
312215006,Infective encephalitis
109983007,Monoclonal gammopathy (clinical)
413439005,Acute ischemic heart disease
34020007,Pneumonia due to Streptococcus
95460007,Cerebellar infarction
2694001,Myelophthisic anemia
284346004,Injury of body cavity structure
410813000,Contracture of palmar fascia
363439008,Malignant tumor of soft tissue of head
277156006,Malignant tumor of external ear
386702006,Victim of abuse
239180007,Skin graft disorder
28743005,Productive cough
95886009,Mycoplasmal tracheobronchitis
92791005,Carcinoma in situ of vagina
40739000,Dysphagia
365631001,Monocyte count - finding
34020007,Pneumonia due to Streptococcus
22253000,Pain
43064006,Hydronephrosis
94297009,Secondary malignant neoplasm of female breast
200973000,Pustular psoriasis
285308002,Squamous cell carcinoma of skin of lower lip
192781003,Leukodystrophy
167902000,Synovial fluid: crystals
225549006,Yellow skin
405773007,Kyphoscoliosis deformity of spine
127345001,Disorder of endocrine gonad
92937004,Congenital abnormal shape of pinna
195042002,Second degree atrioventricular block
236002003,Retroperitoneal hematoma
248290002,Developmental delay
4039009,Multiple vitamin deficiency disease
788006,Disease-related diet
49416000,Failed attempted termination of pregnancy
299703001,Mass of neck
721800006,Infection caused by Lacazia
111287006,Tricuspid valve regurgitation
15244003,Neuroleptic malignant syndrome
425064003,Abnormal frequency of defecation
371596008,Bipolar I disorder
126876006,Neoplasm of mesothelial tissue of peritoneum
5217008,Stiff-man syndrome
237090005,Cervical laceration
167222005,Abnormal urinalysis
232362005,Cyst of nasal cavity
371481006,Neoplasm of eye region
235019006,Erosion of oral mucosa
47505003,Posttraumatic stress disorder
609522002,Disorder of extraembryonic membrane
74333002,Spasmodic torticollis
28810003,Flight of ideas
196133001,Lung disease with systemic sclerosis
102915009,Nosophobia
238506004,Cold-induced dermatosis
204938007,Renal agenesis and dysgenesis
51551000,Bleeding hemorrhoids
69896004,Rheumatoid arthritis
85232009,Left heart failure
268850004,Neonatal diarrhea
300258005,Cyst of salivary gland
88415009,Mycobacteriosis
23732000,Primary cerebellar degeneration
33332005,Brain injury without open intracranial wound AND with concussion
23267004,Achromia of skin
90834002,Pain in limb
126598008,Neoplasm of connective tissues
271326004,"Neoplasm of uncertain behavior of lip, oral cavity and pharynx"
398302004,Congenital anomaly of face
33772003,Myelomalacia
363420003,Malignant retroperitoneal tumor
263134008,Ligament rupture
67362008,Aortic aneurysm
57497006,Congenital anomaly of spleen
52403007,Thromboangiitis obliterans
66952001,Toxic myopathy
191667009,Paranoid disorder
78895009,Congenital pneumonia
428281000,Malignant neoplasm of bone
83336007,Rupture of diaphragm
95624007,Neonatal lymphocytopenia
40541001,Acute pulmonary edema
417373000,Inflammatory polyarthropathy
